sample_id,bloque,tratamiento,genotipo,tipo_dato,variable,value,layer
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Sacarosa,93.43,Metabolómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Rafinosa,27.99,Metabolómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Prolina,40.64,Metabolómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,GABA,45.54,Metabolómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Malato,80.87,Metabolómica
TRIGO_G4_B3_Ctrl,Bloque_3,Control,G4,simulado,Citrato,55.03,Metabolómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,A_net,20.51,Fisiología
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,gs,0.324,Fisiología
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Ci,217.6,Fisiología
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,E,4.1,Fisiología
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Fv_Fm,0.818,Fisiología
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,SPAD,44.3,Fisiología
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,CTD,4.4,Fisiología
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,K_mg_g,37.97,Ionómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Na_mg_g,1.15,Ionómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Ca_mg_g,8.2,Ionómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Mg_mg_g,3.33,Ionómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,P_mg_g,4.07,Ionómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Fe_ug_g,106.1,Ionómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Zn_ug_g,35.8,Ionómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Mn_ug_g,65.6,Ionómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Glucosa,136.68,Metabolómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Fructosa,77.69,Metabolómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Sacarosa,91.11,Metabolómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Rafinosa,26.01,Metabolómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Prolina,43.79,Metabolómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,GABA,47.14,Metabolómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Malato,62.74,Metabolómica
TRIGO_G5_B3_Ctrl,Bloque_3,Control,G5,simulado,Citrato,65.7,Metabolómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,A_net,18.09,Fisiología
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,gs,0.202,Fisiología
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Ci,298.1,Fisiología
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,E,2.68,Fisiología
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Fv_Fm,0.794,Fisiología
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,SPAD,44,Fisiología
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,CTD,2.83,Fisiología
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,K_mg_g,35.21,Ionómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Na_mg_g,1.83,Ionómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Ca_mg_g,11.29,Ionómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Mg_mg_g,3.47,Ionómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,P_mg_g,4.04,Ionómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Fe_ug_g,107.1,Ionómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Zn_ug_g,40,Ionómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Mn_ug_g,65.9,Ionómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Glucosa,99.97,Metabolómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Fructosa,76.69,Metabolómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Sacarosa,74.58,Metabolómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Rafinosa,40.96,Metabolómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Prolina,60.01,Metabolómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,GABA,68.23,Metabolómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Malato,74.99,Metabolómica
TRIGO_G1_B3_Heat,Bloque_3,Calor,G1,simulado,Citrato,57.71,Metabolómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,A_net,8.53,Fisiología
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,gs,0.149,Fisiología
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Ci,327.7,Fisiología
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,E,1.62,Fisiología
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Fv_Fm,0.689,Fisiología
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,SPAD,34.1,Fisiología
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,CTD,1.59,Fisiología
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,K_mg_g,29.3,Ionómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Na_mg_g,1.58,Ionómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Ca_mg_g,11.41,Ionómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Mg_mg_g,3.01,Ionómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,P_mg_g,4.25,Ionómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Fe_ug_g,106.4,Ionómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Zn_ug_g,43.4,Ionómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Mn_ug_g,63.4,Ionómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Glucosa,101.07,Metabolómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Fructosa,60.87,Metabolómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Sacarosa,60.08,Metabolómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Rafinosa,51.7,Metabolómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Prolina,73.16,Metabolómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,GABA,82.71,Metabolómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Malato,59.02,Metabolómica
TRIGO_G2_B3_Heat,Bloque_3,Calor,G2,simulado,Citrato,39.22,Metabolómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,A_net,18.3,Fisiología
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,gs,0.195,Fisiología
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Ci,293.5,Fisiología
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,E,2.17,Fisiología
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Fv_Fm,0.779,Fisiología
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,SPAD,40.1,Fisiología
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,CTD,2.77,Fisiología
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,K_mg_g,33.94,Ionómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Na_mg_g,1.59,Ionómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Ca_mg_g,12.33,Ionómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Mg_mg_g,3.34,Ionómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,P_mg_g,4.29,Ionómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Fe_ug_g,104.8,Ionómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Zn_ug_g,41.5,Ionómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Mn_ug_g,62,Ionómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Glucosa,110.42,Metabolómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Fructosa,69,Metabolómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Sacarosa,65.63,Metabolómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Rafinosa,41.8,Metabolómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Prolina,65.79,Metabolómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,GABA,67.55,Metabolómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Malato,59,Metabolómica
TRIGO_G3_B3_Heat,Bloque_3,Calor,G3,simulado,Citrato,45.95,Metabolómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,A_net,8.97,Fisiología
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,gs,0.157,Fisiología
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Ci,295.2,Fisiología
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,E,2.07,Fisiología
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Fv_Fm,0.663,Fisiología
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,SPAD,32.7,Fisiología
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,CTD,0.97,Fisiología
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,K_mg_g,27.98,Ionómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Na_mg_g,1.69,Ionómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Ca_mg_g,11.77,Ionómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Mg_mg_g,3.41,Ionómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,P_mg_g,3.97,Ionómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Fe_ug_g,110.3,Ionómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Zn_ug_g,42.9,Ionómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Mn_ug_g,67.9,Ionómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Glucosa,85.48,Metabolómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Fructosa,85.41,Metabolómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Sacarosa,84.8,Metabolómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Rafinosa,44.8,Metabolómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Prolina,62.08,Metabolómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,GABA,71.56,Metabolómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Malato,62.84,Metabolómica
TRIGO_G4_B3_Heat,Bloque_3,Calor,G4,simulado,Citrato,54.59,Metabolómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,A_net,9.22,Fisiología
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,gs,0.137,Fisiología
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Ci,288.5,Fisiología
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,E,1.77,Fisiología
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Fv_Fm,0.65,Fisiología
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,SPAD,35.2,Fisiología
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,CTD,1.14,Fisiología
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,K_mg_g,26.64,Ionómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Na_mg_g,1.77,Ionómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Ca_mg_g,10.85,Ionómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Mg_mg_g,2.85,Ionómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,P_mg_g,3.96,Ionómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Fe_ug_g,105,Ionómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Zn_ug_g,40.5,Ionómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Mn_ug_g,62,Ionómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Glucosa,98.58,Metabolómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Fructosa,71.21,Metabolómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Sacarosa,65.3,Metabolómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Rafinosa,41.74,Metabolómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Prolina,66.35,Metabolómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,GABA,68.58,Metabolómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Malato,56.39,Metabolómica
TRIGO_G5_B3_Heat,Bloque_3,Calor,G5,simulado,Citrato,49.22,Metabolómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,A_net,23.46,Fisiología
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,gs,0.361,Fisiología
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Ci,191.2,Fisiología
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,E,4.56,Fisiología
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Fv_Fm,0.816,Fisiología
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,SPAD,43.9,Fisiología
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,CTD,5.08,Fisiología
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,K_mg_g,37.67,Ionómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Na_mg_g,1.23,Ionómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Ca_mg_g,8.14,Ionómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Mg_mg_g,2.96,Ionómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,P_mg_g,4.03,Ionómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Fe_ug_g,111.6,Ionómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Zn_ug_g,42.2,Ionómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Mn_ug_g,65.3,Ionómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Glucosa,103.58,Metabolómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Fructosa,93.83,Metabolómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Sacarosa,112.02,Metabolómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Rafinosa,24.22,Metabolómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Prolina,43.22,Metabolómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,GABA,42.51,Metabolómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Malato,60.91,Metabolómica
TRIGO_G1_B4_Ctrl,Bloque_4,Control,G1,simulado,Citrato,60.25,Metabolómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,A_net,22.67,Fisiología
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,gs,0.346,Fisiología
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Ci,219.6,Fisiología
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,E,4.39,Fisiología
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Fv_Fm,0.829,Fisiología
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,SPAD,45.3,Fisiología
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,CTD,3.93,Fisiología
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,K_mg_g,39.65,Ionómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Na_mg_g,1.35,Ionómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Ca_mg_g,8.7,Ionómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Mg_mg_g,2.79,Ionómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,P_mg_g,3.52,Ionómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Fe_ug_g,109.7,Ionómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Zn_ug_g,41.6,Ionómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Mn_ug_g,63.3,Ionómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Glucosa,131.91,Metabolómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Fructosa,75.44,Metabolómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Sacarosa,94.7,Metabolómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Rafinosa,23.61,Metabolómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Prolina,41.2,Metabolómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,GABA,46.48,Metabolómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Malato,64.37,Metabolómica
TRIGO_G2_B4_Ctrl,Bloque_4,Control,G2,simulado,Citrato,61.07,Metabolómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,A_net,23.99,Fisiología
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,gs,0.349,Fisiología
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Ci,220.9,Fisiología
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,E,4.23,Fisiología
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Fv_Fm,0.822,Fisiología
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,SPAD,45.1,Fisiología
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,CTD,4.97,Fisiología
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,K_mg_g,39.24,Ionómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Na_mg_g,1.29,Ionómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Ca_mg_g,7.97,Ionómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Mg_mg_g,3.15,Ionómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,P_mg_g,3.72,Ionómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Fe_ug_g,108.6,Ionómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Zn_ug_g,44.9,Ionómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Mn_ug_g,66.7,Ionómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Glucosa,124.23,Metabolómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Fructosa,91.15,Metabolómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Sacarosa,104.33,Metabolómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Rafinosa,24.69,Metabolómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Prolina,35.7,Metabolómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,GABA,48.91,Metabolómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Malato,59.83,Metabolómica
TRIGO_G3_B4_Ctrl,Bloque_4,Control,G3,simulado,Citrato,67.76,Metabolómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,A_net,20.05,Fisiología
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,gs,0.347,Fisiología
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Ci,256.9,Fisiología
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,E,4.38,Fisiología
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Fv_Fm,0.808,Fisiología
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,SPAD,44,Fisiología
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,CTD,4.5,Fisiología
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,K_mg_g,39.22,Ionómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Na_mg_g,1.18,Ionómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Ca_mg_g,9.23,Ionómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Mg_mg_g,3.34,Ionómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,P_mg_g,4.44,Ionómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Fe_ug_g,104.6,Ionómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Zn_ug_g,42.6,Ionómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Mn_ug_g,66.2,Ionómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Glucosa,129.29,Metabolómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Fructosa,84.01,Metabolómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Sacarosa,96.59,Metabolómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Rafinosa,26.29,Metabolómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Prolina,41.01,Metabolómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,GABA,48.38,Metabolómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Malato,72.73,Metabolómica
TRIGO_G4_B4_Ctrl,Bloque_4,Control,G4,simulado,Citrato,59,Metabolómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,A_net,21.74,Fisiología
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,gs,0.221,Fisiología
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Ci,217.1,Fisiología
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,E,2.82,Fisiología
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Fv_Fm,0.822,Fisiología
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,SPAD,48.2,Fisiología
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,CTD,4.11,Fisiología
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,K_mg_g,39.96,Ionómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Na_mg_g,1.2,Ionómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Ca_mg_g,8.97,Ionómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Mg_mg_g,3.5,Ionómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,P_mg_g,4.51,Ionómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Fe_ug_g,106.5,Ionómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Zn_ug_g,42.8,Ionómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Mn_ug_g,68.6,Ionómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Glucosa,127.87,Metabolómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Fructosa,77.24,Metabolómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Sacarosa,102.53,Metabolómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Rafinosa,25.27,Metabolómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Prolina,42.01,Metabolómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,GABA,46.24,Metabolómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Malato,70.23,Metabolómica
TRIGO_G5_B4_Ctrl,Bloque_4,Control,G5,simulado,Citrato,50.81,Metabolómica
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,A_net,17.02,Fisiología
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,gs,0.191,Fisiología
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,Ci,296,Fisiología
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,E,2.24,Fisiología
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,Fv_Fm,0.788,Fisiología
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,SPAD,43.1,Fisiología
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,CTD,3.34,Fisiología
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,K_mg_g,35.04,Ionómica
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,Na_mg_g,1.65,Ionómica
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,Ca_mg_g,10.92,Ionómica
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,Mg_mg_g,3.21,Ionómica
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,P_mg_g,4.04,Ionómica
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,Fe_ug_g,114.5,Ionómica
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,Zn_ug_g,41,Ionómica
TRIGO_G1_B4_Heat,Bloque_4,Calor,G1,simulado,Mn_ug_g,63.2,Ionómica
